stage_name,stage_date,stage_length,stage_PNT_rank,stage_PNT_rider,stage_PNT_team,stage_PNT_points
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),22,CONSONNI Simone,Cofidis,30
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),23,BETTIOL Alberto,EF Education-EasyPost,29
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),24,MAESTRI Mirco,EOLO-Kometa,29
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),25,PASQUALON Andrea,Bahrain - Victorious,26
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),26,REX Laurenz,Intermarché - Circus - Wanty,26
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),27,CHAMPION Thomas,Cofidis,26
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),28,FIORELLI Filippo,Green Project-Bardiani CSF-Faizanè,25
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),29,RUBIO Einer Augusto,Movistar Team,24
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),30,GAVIRIA Fernando,Movistar Team,22
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),31,LEKNESSUND Andreas,Team DSM,22
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),32,STOJNIĆ Veljko,Team Corratec - Selle Italia,20
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),33,BAIS Mattia,EOLO-Kometa,19
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),34,BARGUIL Warren,Team Arkéa Samsic,19
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),35,MCNULTY Brandon,UAE Team Emirates,19
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),36,KONYCHEV Alexander,Team Corratec - Selle Italia,18
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),37,QUARTERMAN Charlie,Team Corratec - Selle Italia,18
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),38,SEVILLA Diego Pablo,EOLO-Kometa,18
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),39,VACEK Karel,Team Corratec - Selle Italia,18
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),40,MOLLEMA Bauke,Trek - Segafredo,18
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),41,VERONA Carlos,Movistar Team,18
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),42,FRIGO Marco,Israel - Premier Tech,17
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),43,PINOT Thibaut,Groupama - FDJ,17
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),44,BERWICK Sebastian,Israel - Premier Tech,16
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),45,DUNBAR Eddie,Team Jayco AlUla,14
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),46,PARET-PEINTRE Valentin,AG2R Citroën Team,14
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),47,DALLA VALLE Nicolas,Team Corratec - Selle Italia,14
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),48,ZANA Filippo,Team Jayco AlUla,12
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),49,TONELLI Alessandro,Green Project-Bardiani CSF-Faizanè,11
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),50,VAN WILDER Ilan,Soudal - Quick Step,10
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),51,GAVAZZI Francesco,EOLO-Kometa,10
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),52,CEPEDA Jefferson Alexander,EF Education-EasyPost,9
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),53,MAGLI Filippo,Green Project-Bardiani CSF-Faizanè,9
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),54,KIRSCH Alex,Trek - Segafredo,9
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),55,VELASCO Simone,Astana Qazaqstan Team,9
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),56,CARUSO Damiano,Bahrain - Victorious,8
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),57,ARMIRAIL Bruno,Groupama - FDJ,8
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),58,MARCELLUSI Martin,Green Project-Bardiani CSF-Faizanè,8
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),59,STEWART Jake,Groupama - FDJ,7
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),60,ROTA Lorenzo,Intermarché - Circus - Wanty,7
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),61,SCARONI Christian,Astana Qazaqstan Team,7
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),62,HEPBURN Michael,Team Jayco AlUla,6
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),63,KUSS Sepp,Jumbo-Visma,6
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),64,KANTER Max,Movistar Team,6
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),65,SÜTTERLIN Jasha,Bahrain - Victorious,6
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),66,LEYSEN Senne,Alpecin-Deceuninck,5
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),67,MULUBRHAN Henok,Green Project-Bardiani CSF-Faizanè,5
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),68,ARENSMAN Thymen,INEOS Grenadiers,5
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),69,CARTHY Hugh,EF Education-EasyPost,5
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),70,DELETTRE Alexandre,Cofidis,5
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),71,BOUWMAN Koen,Jumbo-Visma,4
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),72,GIBBONS Ryan,UAE Team Emirates,4
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),73,VINE Jay,UAE Team Emirates,4
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),74,HUYS Laurens,Intermarché - Circus - Wanty,3
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),75,PRODHOMME Nicolas,AG2R Citroën Team,3
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),76,KÄMNA Lennard,BORA - hansgrohe,2
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),77,STEWART Campbell,Team Jayco AlUla,2
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),78,HESSMANN Michel,Jumbo-Visma,2
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),79,DE PLUS Laurens,INEOS Grenadiers,2
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),80,LIENHARD Fabian,Groupama - FDJ,2
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),81,PÖSTLBERGER Lukas,Team Jayco AlUla,1
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),82,LASTRA Jonathan,Cofidis,1
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),83,BAUDIN Alex,AG2R Citroën Team,1
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),84,BIDARD François,Cofidis,1
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),85,PUCCIO Salvatore,INEOS Grenadiers,1
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),86,VERGAERDE Otto,Trek - Segafredo,1
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),-,PRONSKIY Vadim,Astana Qazaqstan Team,-3
Stage 17 | Pergine Valsugana - Caorle,24/05,(197k),-,FORTUNATO Lorenzo,EOLO-Kometa,-3
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),1,MILAN Jonathan,Bahrain - Victorious,215
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),2,GEE Derek,Israel - Premier Tech,140
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),3,ACKERMANN Pascal,UAE Team Emirates,95
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),4,MATTHEWS Michael,Team Jayco AlUla,93
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),5,SKUJIŅŠ Toms,Trek - Segafredo,79
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),6,DENZ Nico,BORA - hansgrohe,77
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),7,CORT Magnus,EF Education-EasyPost,56
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),8,MAYRHOFER Marius,Team DSM,53
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),9,ALBANESE Vincenzo,EOLO-Kometa,51
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),10,CAVENDISH Mark,Astana Qazaqstan Team,51
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),11,OLDANI Stefano,Alpecin-Deceuninck,47
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),12,DAINESE Alberto,Team DSM,45
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),13,BAIS Davide,EOLO-Kometa,44
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),14,PARET-PEINTRE Aurélien,AG2R Citroën Team,42
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),15,HEALY Ben,EF Education-EasyPost,41
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),16,DE MARCHI Alessandro,Team Jayco AlUla,41
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),17,BARGUIL Warren,Team Arkéa Samsic,36
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),18,ALMEIDA João,UAE Team Emirates,35
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),19,THOMAS Geraint,INEOS Grenadiers,35
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),20,PINOT Thibaut,Groupama - FDJ,35
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),21,ROGLIČ Primož,Jumbo-Visma,34
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),22,MARIT Arne,Intermarché - Circus - Wanty,33
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),23,ZANA Filippo,Team Jayco AlUla,31
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),24,CONSONNI Simone,Cofidis,30
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),25,BETTIOL Alberto,EF Education-EasyPost,29
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),26,MAESTRI Mirco,EOLO-Kometa,29
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),27,FRIGO Marco,Israel - Premier Tech,27
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),28,PASQUALON Andrea,Bahrain - Victorious,26
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),29,CHAMPION Thomas,Cofidis,26
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),30,REX Laurenz,Intermarché - Circus - Wanty,26
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),31,FIORELLI Filippo,Green Project-Bardiani CSF-Faizanè,25
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),32,RUBIO Einer Augusto,Movistar Team,24
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),33,LEKNESSUND Andreas,Team DSM,22
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),34,GAVIRIA Fernando,Movistar Team,22
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),35,STOJNIĆ Veljko,Team Corratec - Selle Italia,20
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),36,MCNULTY Brandon,UAE Team Emirates,19
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),37,BAIS Mattia,EOLO-Kometa,19
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),38,VERONA Carlos,Movistar Team,18
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),39,SEVILLA Diego Pablo,EOLO-Kometa,18
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),40,KONYCHEV Alexander,Team Corratec - Selle Italia,18
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),41,QUARTERMAN Charlie,Team Corratec - Selle Italia,18
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),42,MOLLEMA Bauke,Trek - Segafredo,18
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),43,VACEK Karel,Team Corratec - Selle Italia,18
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),44,BERWICK Sebastian,Israel - Premier Tech,16
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),45,DUNBAR Eddie,Team Jayco AlUla,15
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),46,PARET-PEINTRE Valentin,AG2R Citroën Team,14
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),47,DALLA VALLE Nicolas,Team Corratec - Selle Italia,14
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),48,TONELLI Alessandro,Green Project-Bardiani CSF-Faizanè,11
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),49,VAN WILDER Ilan,Soudal - Quick Step,10
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),50,GAVAZZI Francesco,EOLO-Kometa,10
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),51,VELASCO Simone,Astana Qazaqstan Team,9
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),52,CEPEDA Jefferson Alexander,EF Education-EasyPost,9
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),53,KIRSCH Alex,Trek - Segafredo,9
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),54,MAGLI Filippo,Green Project-Bardiani CSF-Faizanè,9
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),55,CARUSO Damiano,Bahrain - Victorious,8
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),56,ARMIRAIL Bruno,Groupama - FDJ,8
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),57,MARCELLUSI Martin,Green Project-Bardiani CSF-Faizanè,8
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),58,ROTA Lorenzo,Intermarché - Circus - Wanty,7
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),59,SCARONI Christian,Astana Qazaqstan Team,7
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),60,STEWART Jake,Groupama - FDJ,7
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),61,KUSS Sepp,Jumbo-Visma,6
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),62,SÜTTERLIN Jasha,Bahrain - Victorious,6
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),63,HEPBURN Michael,Team Jayco AlUla,6
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),64,KANTER Max,Movistar Team,6
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),65,ARENSMAN Thymen,INEOS Grenadiers,5
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),66,CARTHY Hugh,EF Education-EasyPost,5
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),67,MULUBRHAN Henok,Green Project-Bardiani CSF-Faizanè,5
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),68,DELETTRE Alexandre,Cofidis,5
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),69,LEYSEN Senne,Alpecin-Deceuninck,5
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),70,BOUWMAN Koen,Jumbo-Visma,4
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),71,VINE Jay,UAE Team Emirates,4
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),72,GIBBONS Ryan,UAE Team Emirates,4
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),73,HUYS Laurens,Intermarché - Circus - Wanty,3
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),74,PRODHOMME Nicolas,AG2R Citroën Team,3
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),75,KÄMNA Lennard,BORA - hansgrohe,2
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),76,DE PLUS Laurens,INEOS Grenadiers,2
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),77,HESSMANN Michel,Jumbo-Visma,2
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),78,PUCCIO Salvatore,INEOS Grenadiers,2
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),79,STEWART Campbell,Team Jayco AlUla,2
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),80,LIENHARD Fabian,Groupama - FDJ,2
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),81,LASTRA Jonathan,Cofidis,1
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),82,BIDARD François,Cofidis,1
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),83,BAUDIN Alex,AG2R Citroën Team,1
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),84,PÖSTLBERGER Lukas,Team Jayco AlUla,1
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),85,VERGAERDE Otto,Trek - Segafredo,1
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),-,PRONSKIY Vadim,Astana Qazaqstan Team,-1
Stage 18 | Oderzo - Val di Zoldo (Palafavera),25/05,(161k),-,FORTUNATO Lorenzo,EOLO-Kometa,-3
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),1,MILAN Jonathan,Bahrain - Victorious,215
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),2,GEE Derek,Israel - Premier Tech,160
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),3,ACKERMANN Pascal,UAE Team Emirates,95
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),4,MATTHEWS Michael,Team Jayco AlUla,93
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),5,SKUJIŅŠ Toms,Trek - Segafredo,79
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),6,DENZ Nico,BORA - hansgrohe,77
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),7,CORT Magnus,EF Education-EasyPost,68
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),8,MAYRHOFER Marius,Team DSM,53
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),9,ALBANESE Vincenzo,EOLO-Kometa,51
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),10,CAVENDISH Mark,Astana Qazaqstan Team,51
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),11,OLDANI Stefano,Alpecin-Deceuninck,47
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),12,DAINESE Alberto,Team DSM,45
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),13,BAIS Davide,EOLO-Kometa,44
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),14,PARET-PEINTRE Aurélien,AG2R Citroën Team,42
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),15,HEALY Ben,EF Education-EasyPost,41
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),16,THOMAS Geraint,INEOS Grenadiers,41
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),17,ROGLIČ Primož,Jumbo-Visma,41
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),18,DE MARCHI Alessandro,Team Jayco AlUla,41
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),19,ALMEIDA João,UAE Team Emirates,40
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),20,PINOT Thibaut,Groupama - FDJ,37
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),21,BARGUIL Warren,Team Arkéa Samsic,36
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),22,MARIT Arne,Intermarché - Circus - Wanty,33
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),23,STOJNIĆ Veljko,Team Corratec - Selle Italia,32
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),24,ZANA Filippo,Team Jayco AlUla,31
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),25,CONSONNI Simone,Cofidis,30
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),26,BETTIOL Alberto,EF Education-EasyPost,29
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),27,MAESTRI Mirco,EOLO-Kometa,29
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),28,FRIGO Marco,Israel - Premier Tech,27
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),29,PASQUALON Andrea,Bahrain - Victorious,26
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),30,CHAMPION Thomas,Cofidis,26
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),31,REX Laurenz,Intermarché - Circus - Wanty,26
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),32,RUBIO Einer Augusto,Movistar Team,25
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),33,FIORELLI Filippo,Green Project-Bardiani CSF-Faizanè,25
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),34,LEKNESSUND Andreas,Team DSM,22
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),35,GAVIRIA Fernando,Movistar Team,22
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),36,BUITRAGO Santiago,Bahrain - Victorious,20
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),37,MCNULTY Brandon,UAE Team Emirates,19
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),38,BAIS Mattia,EOLO-Kometa,19
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),39,VERONA Carlos,Movistar Team,18
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),40,SEVILLA Diego Pablo,EOLO-Kometa,18
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),41,KONYCHEV Alexander,Team Corratec - Selle Italia,18
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),42,QUARTERMAN Charlie,Team Corratec - Selle Italia,18
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),43,MOLLEMA Bauke,Trek - Segafredo,18
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),44,VACEK Karel,Team Corratec - Selle Italia,18
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),45,BERWICK Sebastian,Israel - Premier Tech,16
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),46,DUNBAR Eddie,Team Jayco AlUla,15
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),47,PARET-PEINTRE Valentin,AG2R Citroën Team,14
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),48,DALLA VALLE Nicolas,Team Corratec - Selle Italia,14
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),49,CARUSO Damiano,Bahrain - Victorious,12
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),50,TONELLI Alessandro,Green Project-Bardiani CSF-Faizanè,11
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),51,VAN WILDER Ilan,Soudal - Quick Step,10
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),52,GAVAZZI Francesco,EOLO-Kometa,10
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),53,VELASCO Simone,Astana Qazaqstan Team,9
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),54,CEPEDA Jefferson Alexander,EF Education-EasyPost,9
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),55,KIRSCH Alex,Trek - Segafredo,9
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),56,MAGLI Filippo,Green Project-Bardiani CSF-Faizanè,9
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),57,ARENSMAN Thymen,INEOS Grenadiers,8
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),58,ARMIRAIL Bruno,Groupama - FDJ,8
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),59,MARCELLUSI Martin,Green Project-Bardiani CSF-Faizanè,8
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),60,ROTA Lorenzo,Intermarché - Circus - Wanty,7
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),61,SCARONI Christian,Astana Qazaqstan Team,7
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),62,STEWART Jake,Groupama - FDJ,7
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),63,KUSS Sepp,Jumbo-Visma,6
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),64,GABBURO Davide,Green Project-Bardiani CSF-Faizanè,6
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),65,SÜTTERLIN Jasha,Bahrain - Victorious,6
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),66,HEPBURN Michael,Team Jayco AlUla,6
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),67,KANTER Max,Movistar Team,6
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),68,MULUBRHAN Henok,Green Project-Bardiani CSF-Faizanè,5
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),69,DELETTRE Alexandre,Cofidis,5
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),70,LEYSEN Senne,Alpecin-Deceuninck,5
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),71,BOUWMAN Koen,Jumbo-Visma,4
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),72,VINE Jay,UAE Team Emirates,4
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),73,GIBBONS Ryan,UAE Team Emirates,4
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),74,PRODHOMME Nicolas,AG2R Citroën Team,3
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),75,HUYS Laurens,Intermarché - Circus - Wanty,3
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),76,PRONSKIY Vadim,Astana Qazaqstan Team,3
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),77,KÄMNA Lennard,BORA - hansgrohe,2
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),78,DE PLUS Laurens,INEOS Grenadiers,2
Stage 19 | Longarone - Tre Cime di Lavaredo,26/05,(183k),79,HESSMANN Michel,Jumbo-Visma,2
