stage_name,stage_date,stage_length,stage_PNT_rank,stage_PNT_rider,stage_PNT_team,stage_PNT_points
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),25,CHAMPION Thomas,Cofidis,13
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),26,QUARTERMAN Charlie,Team Corratec - Selle Italia,12
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),27,ALMEIDA João,UAE Team Emirates,12
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),28,GANNA Filippo,INEOS Grenadiers,12
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),29,MAESTRI Mirco,EOLO-Kometa,12
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),30,VENDRAME Andrea,AG2R Citroën Team,12
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),31,GHEBREIGZABHIER Amanuel,Trek - Segafredo,10
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),32,CONSONNI Simone,Cofidis,9
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),33,BAIS Mattia,EOLO-Kometa,8
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),34,GAVAZZI Francesco,EOLO-Kometa,8
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),35,STOJNIĆ Veljko,Team Corratec - Selle Italia,8
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),36,GEOGHEGAN HART Tao,INEOS Grenadiers,7
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),37,STEWART Jake,Groupama - FDJ,7
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),38,CLARKE Simon,Israel - Premier Tech,6
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),39,THOMAS Geraint,INEOS Grenadiers,6
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),40,BARGUIL Warren,Team Arkéa Samsic,6
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),41,KÜNG Stefan,Groupama - FDJ,6
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),42,OLDANI Stefano,Alpecin-Deceuninck,6
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),43,ZOCCARATO Samuele,Green Project-Bardiani CSF-Faizanè,6
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),44,PINOT Thibaut,Groupama - FDJ,5
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),45,BYSTRØM Sven Erik,Intermarché - Circus - Wanty,5
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),46,MULUBRHAN Henok,Green Project-Bardiani CSF-Faizanè,5
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),47,DELETTRE Alexandre,Cofidis,5
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),48,DUNBAR Eddie,Team Jayco AlUla,4
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),49,VINE Jay,UAE Team Emirates,4
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),50,VELASCO Simone,Astana Qazaqstan Team,4
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),51,BOUWMAN Koen,Jumbo-Visma,4
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),52,DE MARCHI Alessandro,Team Jayco AlUla,4
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),53,CARUSO Damiano,Bahrain - Victorious,3
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),54,MCNULTY Brandon,UAE Team Emirates,3
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),55,VERRE Alessandro,Team Arkéa Samsic,3
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),56,VLASOV Aleksandr,BORA - hansgrohe,2
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),57,ROTA Lorenzo,Intermarché - Circus - Wanty,2
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),58,GIBBONS Ryan,UAE Team Emirates,2
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),59,KANTER Max,Movistar Team,2
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),60,STEWART Campbell,Team Jayco AlUla,2
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),61,ARMIRAIL Bruno,Groupama - FDJ,1
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),62,SCARONI Christian,Astana Qazaqstan Team,1
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),63,MARCELLUSI Martin,Green Project-Bardiani CSF-Faizanè,1
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),64,HEPBURN Michael,Team Jayco AlUla,1
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),65,KIRSCH Alex,Trek - Segafredo,1
Stage 7 | Capua - Gran Sasso d'Italia (Campo Imperatore),12/05,(218k),-,DAINESE Alberto,Team DSM,-13
Stage 8 | Terni - Fossombrone,13/05,(207k),1,MILAN Jonathan,Bahrain - Victorious,113
Stage 8 | Terni - Fossombrone,13/05,(207k),2,GROVES Kaden,Alpecin-Deceuninck,100
Stage 8 | Terni - Fossombrone,13/05,(207k),3,PEDERSEN Mads,Trek - Segafredo,89
Stage 8 | Terni - Fossombrone,13/05,(207k),4,MATTHEWS Michael,Team Jayco AlUla,57
Stage 8 | Terni - Fossombrone,13/05,(207k),5,PARET-PEINTRE Aurélien,AG2R Citroën Team,33
Stage 8 | Terni - Fossombrone,13/05,(207k),6,ALBANESE Vincenzo,EOLO-Kometa,32
Stage 8 | Terni - Fossombrone,13/05,(207k),7,HEALY Ben,EF Education-EasyPost,29
Stage 8 | Terni - Fossombrone,13/05,(207k),8,SKUJIŅŠ Toms,Trek - Segafredo,28
